,geometry,osid,theme,changetype,name1_text,name2_text,description,versiondate,name1_language,name2_language,routehierarchy,formspartofstreet,geometry_length_m,alternatename1_text,alternatename2_text,averagespeed_source,versionavailabletodate,alternatename1_language,alternatename2_language,averagespeed_updatedate,indicativespeedlimit_kph,indicativespeedlimit_mph,roadclassificationnumber,versionavailablefromdate,averagespeed_evidencedate,indicativespeedlimit_source,indicativespeedlimit_updatedate,averagespeed_mf4to7capturemethod,averagespeed_mf7to9capturemethod,averagespeed_ss4to7capturemethod,averagespeed_mf22to4capturemethod,averagespeed_mf9to12capturemethod,averagespeed_ss22to4capturemethod,averagespeed_ss7to10capturemethod,indicativespeedlimit_evidencedate,averagespeed_mf12to14capturemethod,averagespeed_mf14to16capturemethod,averagespeed_mf16to19capturemethod,averagespeed_mf19to22capturemethod,averagespeed_mf4to7indirection_kph,averagespeed_mf7to9indirection_kph,averagespeed_ss10to14capturemethod,averagespeed_ss14to19capturemethod,averagespeed_ss19to22capturemethod,averagespeed_ss4to7indirection_kph,indicativespeedlimit_capturemethod,averagespeed_mf22to4indirection_kph,averagespeed_mf9to12indirection_kph,averagespeed_ss22to4indirection_kph,averagespeed_ss7to10indirection_kph,averagespeed_mf12to14indirection_kph,averagespeed_mf14to16indirection_kph,averagespeed_mf16to19indirection_kph,averagespeed_mf19to22indirection_kph,averagespeed_ss10to14indirection_kph,averagespeed_ss14to19indirection_kph,averagespeed_ss19to22indirection_kph,averagespeed_mf4to7againstdirection_kph,averagespeed_mf7to9againstdirection_kph,averagespeed_ss4to7againstdirection_kph,averagespeed_mf22to4againstdirection_kph,averagespeed_mf9to12againstdirection_kph,averagespeed_ss22to4againstdirection_kph,averagespeed_ss7to10againstdirection_kph,averagespeed_mf12to14againstdirection_kph,averagespeed_mf14to16againstdirection_kph,averagespeed_mf16to19againstdirection_kph,averagespeed_mf19to22againstdirection_kph,averagespeed_ss10to14againstdirection_kph,averagespeed_ss14to19againstdirection_kph,averagespeed_ss19to22againstdirection_kph,distance_to_point,bearing_to_point,site
5,"LINESTRING (569363.1208940772 182802.23929102055, 569365.1184119337 182800.23539164918, 569368.118627129 182800.23525973276, 569387.9803558608 182804.21494912455, 569398.1147450749 182806.2450075642)",59b9c54f-25d7-4833-ba70-c2ef65eab4b0,Transport,Modified Attributes,Cloisters,,Average And Indicative Speed,2023-09-29,,,Local Road,['40500327'],36.423,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,,Automated Process,Automated Process,Automated Process,Automated Process,28.0,24.1,Automated Process,Automated Process,Automated Process,31.1,Desk-Based,28.7,23.7,28.7,26.9,24.1,24.0,24.9,27.0,25.1,25.4,27.0,28.0,24.1,31.1,28.7,23.7,28.7,26.9,24.1,24.0,24.9,27.0,25.1,25.4,27.0,63.901567004160654,5.705468146462863,HOPE
6,"LINESTRING (569401.9716922133 182673.53792359785, 569378.117702755 182708.241627576)",5b1ae9ae-9451-467f-800c-6f90cb9cbbd8,Transport,Modified Attributes,Abbotts Hall Chase,,Average And Indicative Speed,2023-09-29,,,Local Road,['40500008'],42.104,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Field Survey,Automated Process,Field Survey,Automated Process,Automated Process,,Field Survey,Field Survey,Field Survey,Field Survey,20.8,25.8,Field Survey,Field Survey,Field Survey,17.2,Desk-Based,28.7,24.5,28.7,26.9,20.3,23.8,20.1,12.7,20.3,20.3,17.2,20.8,17.9,17.2,28.7,29.0,28.7,26.9,22.9,19.8,19.2,12.7,20.3,19.6,17.2,36.00425390383774,221.4305615740816,HOPE
7,"LINESTRING (569401.9716922133 182673.53792359785, 569391.1957585824 182665.33059284947, 569366.4680986472 182647.7191850497)",5cd2973f-ebcd-4ad4-9c5c-cbaa69db1003,Transport,Modified Attributes,,,Average And Indicative Speed,2023-09-29,,,Restricted Secondary Access Road,[],43.903,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,,Automated Process,Automated Process,Automated Process,Automated Process,25.9,22.1,Automated Process,Automated Process,Automated Process,30.6,Automated Process,29.8,19.3,26.4,24.6,19.0,19.5,21.2,22.2,21.2,21.1,23.0,25.9,22.1,30.6,29.8,19.3,26.4,24.6,19.0,19.5,21.2,22.2,21.2,21.1,23.0,78.0946764792269,201.4973210483952,HOPE
8,"LINESTRING (569351.1206820688 182853.24573769362, 569362.1165114464 182804.24291486555, 569363.1208940772 182802.23929102055)",86e6195a-083a-4c73-a7ee-b4997bf554cd,Transport,Modified Attributes,Cloisters,,Average And Indicative Speed,2023-09-29,,,Local Road,['40500327'],52.456,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,,Automated Process,Automated Process,Automated Process,Automated Process,28.0,24.1,Automated Process,Automated Process,Automated Process,31.1,Desk-Based,28.7,23.7,28.7,26.9,24.1,24.0,24.9,27.0,25.1,25.4,27.0,28.0,24.1,31.1,28.7,23.7,28.7,26.9,24.1,24.0,24.9,27.0,25.1,25.4,27.0,65.65179732186688,0.3085444723632236,HOPE
9,"LINESTRING (569289.5474163865 182808.4579314466, 569260.5473179482 182785.27229129645)",ad9fb185-f57b-4831-90c5-973b34966e71,Transport,Modified Attributes,,,Average And Indicative Speed,2023-09-29,,,Restricted Secondary Access Road,[],37.126,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,,Automated Process,Automated Process,Automated Process,Automated Process,25.9,22.1,Automated Process,Automated Process,Automated Process,30.6,Automated Process,29.8,19.3,26.4,24.6,19.0,19.5,21.2,22.2,21.2,21.1,23.0,25.9,22.1,30.6,29.8,19.3,26.4,24.6,19.0,19.5,21.2,22.2,21.2,21.1,23.0,97.88104977878992,351.64337086479304,HOPE
10,"LINESTRING (569289.5474163865 182808.4579314466, 569309.3710425923 182785.04071354866, 569315.1189492404 182778.24157544324)",ae2b321a-6d32-4426-8dbc-0c50544d61ee,Transport,Modified Attributes,Thors Oak,,Average And Indicative Speed,2023-09-29,,,Local Road,['40501372'],39.592,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,,Automated Process,Automated Process,Automated Process,Automated Process,28.0,24.1,Automated Process,Automated Process,Automated Process,31.1,Automated Process,28.7,23.7,28.7,26.9,24.1,24.0,24.9,27.0,25.1,25.4,27.0,28.0,24.1,31.1,28.7,23.7,28.7,26.9,24.1,24.0,24.9,27.0,25.1,25.4,27.0,58.37663321939093,356.6919843884853,HOPE
11,"LINESTRING (569351.4686052396 182743.67597576528, 569401.3988519453 182748.17977545044, 569483.8905675805 182754.24926202768, 569525.614896292 182756.5769144913, 569586.2390705821 182759.24654926348, 569639.2822111177 182759.12562407937, 569641.8833201395 182759.22363953752)",b67bdaff-9ae5-45be-b6d3-31c11a468ebd,Transport,Modified Attributes,The Manorway,,Average And Indicative Speed,2023-11-10,,,A Road,"['40500882', '40501679']",290.97,,,Basemap,,,,2023-08-17,80,50,A1014,2023-11-11T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,2015-12-31,Field Survey,Field Survey,Field Survey,Field Survey,,,Field Survey,Field Survey,Field Survey,,Desk-Based,,,,,,,,,,,,72.6,65.0,73.1,70.2,70.0,69.2,76.6,71.3,70.7,73.1,73.4,74.4,76.9,72.3,7.153519349593664,337.62226283499797,HOPE
12,"LINESTRING (568941.1245719217 182757.2377313496, 568943.1302642104 182756.23580328468, 568980.12399531 182745.23274975043, 569002.1253655965 182740.23198281968, 569072.1217083691 182729.23699160473, 569100.121291701 182727.23039738194, 569123.122838384 182727.23934341146, 569154.1254310326 182727.23657890828, 569198.1248844055 182729.23655779555, 569321.1168333149 182741.23910500162, 569347.0442021037 182743.27241289266, 569351.4686052396 182743.67597576528)",beb5e3d9-a9e5-4679-bb7e-3b7523dd3efc,Transport,Modified Attributes,The Manorway,,Average And Indicative Speed,2023-09-29,,,A Road,"['40500882', '40501679']",414.407,,,Basemap,,,,2023-08-17,80,50,A1014,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,2015-12-31,Field Survey,Field Survey,Field Survey,Field Survey,,,Field Survey,Field Survey,Field Survey,,Desk-Based,,,,,,,,,,,,79.2,72.3,79.7,78.2,77.6,77.1,83.7,78.4,79.0,80.6,78.2,80.8,83.9,75.0,8.334053899293805,334.4553747378839,HOPE
13,"LINESTRING (569168.0152425459 182612.56334220798, 569203.0652898994 182645.56777221133, 569220.2085880849 182660.91079647682, 569235.1712678134 182679.16453793057, 569264.678665974 182703.6136562397, 569294.6523829417 182728.85773139703, 569347.8035993474 182735.49434944591, 569351.6837999914 182732.64041475067, 569368.5289962703 182705.46172431146, 569369.8793689526 182703.0800264529)",c8c2bc75-2277-49db-9769-8df6e3178951,Transport,Modified Attributes,,,Average And Indicative Speed,2023-09-29,,,Restricted Secondary Access Road,[],265.358,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,,Automated Process,Automated Process,Automated Process,Automated Process,25.9,22.1,Automated Process,Automated Process,Automated Process,30.6,Automated Process,29.8,19.3,26.4,24.6,19.0,19.5,21.2,22.2,21.2,21.1,23.0,25.9,22.1,30.6,29.8,19.3,26.4,24.6,19.0,19.5,21.2,22.2,21.2,21.1,23.0,6.356686941127811,98.19580330163325,HOPE
14,"LINESTRING (569373.2466086982 182705.19604309782, 569370.1173555697 182703.23267628753, 569369.8793689526 182703.0800264529)",d059f5ff-e471-4ef3-a744-eb4b85759e62,Transport,Modified Attributes,Webster Road,,Average And Indicative Speed,2023-09-29,,,Local Road,['40501432'],3.975,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Field Survey,Automated Process,Field Survey,Automated Process,Automated Process,,Field Survey,Field Survey,Field Survey,Field Survey,19.0,15.1,Field Survey,Field Survey,Field Survey,11.9,Desk-Based,28.7,18.7,28.7,26.9,20.9,20.0,21.4,17.9,21.2,21.4,28.7,19.0,23.8,11.9,28.7,22.9,28.7,26.9,17.9,16.4,17.9,17.9,21.2,13.7,28.7,35.94742843356058,206.65503910560003,HOPE
15,"LINESTRING (569271.1188044542 182830.2408148329, 569288.9906418642 182809.11841088993, 569289.5474163865 182808.4579314466)",dc7308cc-234a-4a7b-aa5e-b0bbbaf98ba7,Transport,Modified Attributes,Thors Oak,,Average And Indicative Speed,2023-09-29,,,Local Road,['40501372'],28.526,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Automated Process,Field Survey,Automated Process,Automated Process,Field Survey,Automated Process,Automated Process,,Field Survey,Automated Process,Field Survey,Automated Process,28.0,20.9,Automated Process,Field Survey,Automated Process,31.1,Automated Process,28.7,19.8,28.7,26.9,19.0,24.0,19.0,27.0,25.1,25.1,27.0,28.0,20.9,31.1,28.7,32.0,28.7,26.9,19.0,24.0,19.0,27.0,25.1,25.1,27.0,97.88104977878992,328.2211478612726,HOPE
16,"LINESTRING (569378.117702755 182708.241627576, 569366.12057075 182726.24238666298)",e6de35a7-5724-43dd-b306-9dd65240b885,Transport,Modified Attributes,Abbotts Hall Chase,,Average And Indicative Speed,2023-09-29,,,Local Road,['40500008'],21.633,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,,Automated Process,Automated Process,Automated Process,Automated Process,28.0,24.1,Automated Process,Automated Process,Automated Process,31.1,Desk-Based,28.7,23.7,28.7,26.9,24.1,24.0,24.9,27.0,25.1,25.4,27.0,28.0,24.1,31.1,28.7,23.7,28.7,26.9,24.1,24.0,24.9,27.0,25.1,25.4,27.0,14.471304149783718,219.41321943387211,HOPE
0,"LINESTRING (444269.1341014779 519176.7046693651, 444269.13703627145 519171.74151153525)",03417deb-f2f4-4118-8879-e747b963285e,Transport,Modified Attributes,Vane Street,,Average And Indicative Speed,2023-09-29,,,Local Road,['38202395'],4.967,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Automated Process,Field Survey,Automated Process,Automated Process,Field Survey,Automated Process,Automated Process,,Field Survey,Field Survey,Field Survey,Field Survey,28.2,35.7,Field Survey,Field Survey,Automated Process,27.5,Automated Process,26.4,35.7,25.3,26.2,25.6,23.8,22.4,35.7,29.8,29.8,26.2,28.2,16.3,27.5,26.4,22.4,25.3,26.2,27.5,25.6,13.2,35.7,29.8,25.6,26.2,62.82061700154546,303.19949277462126,SOTR
1,"LINESTRING (444301.1369095655 519147.35886615596, 444312.13296611 519148.3671295914)",0740463b-9f04-4a84-9737-7eb8f1b233e7,Transport,Modified Attributes,Sydney Street,,Average And Indicative Speed,2023-09-29,,,Local Road,['38202224'],11.045,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,,Automated Process,Automated Process,Automated Process,Automated Process,28.2,24.0,Automated Process,Automated Process,Automated Process,27.5,Automated Process,26.4,22.1,25.3,26.2,23.2,23.0,24.0,26.2,24.1,24.1,26.2,28.2,24.0,27.5,26.4,22.1,25.3,26.2,23.2,23.0,24.0,26.2,24.1,24.1,26.2,28.02685709638404,232.81751892230932,SOTR
2,"LINESTRING (444269.1333806466 519243.3627066066, 444251.13445857726 519242.3644540986, 444250.3133172104 519242.3564827639)",0b9a2e79-0dca-48ed-8e43-c8ad84d3b78e,Transport,Modified Attributes,Howden Walk,,Average And Indicative Speed,2023-09-29,,,Local Road,['38205056'],18.849,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Automated Process,Automated Process,Automated Process,Automated Process,Field Survey,Automated Process,Field Survey,,Automated Process,Automated Process,Automated Process,Automated Process,28.2,24.0,Automated Process,Automated Process,Automated Process,27.5,Automated Process,26.4,8.1,25.3,11.9,23.2,23.0,24.0,26.2,24.1,24.1,26.2,28.2,24.0,27.5,26.4,8.1,25.3,11.9,23.2,23.0,24.0,26.2,24.1,24.1,26.2,97.84277746073526,37.06637745465662,SOTR
3,"LINESTRING (444269.13703627145 519171.74151153525, 444269.1362057214 519162.50508058164)",1a3fa043-b02d-448f-acff-d2d786a0aa9c,Transport,Modified Attributes,Vane Street,,Average And Indicative Speed,2023-09-29,,,Local Road,['38202395'],9.237,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-02-09,Automated Process,Field Survey,Automated Process,Automated Process,Field Survey,Automated Process,Automated Process,,Field Survey,Field Survey,Field Survey,Field Survey,28.2,27.7,Field Survey,Field Survey,Automated Process,27.5,Automated Process,26.4,30.3,25.3,26.2,29.0,22.2,18.5,33.3,25.6,23.8,26.2,28.2,16.6,27.5,26.4,25.6,25.3,26.2,23.0,27.7,14.5,30.3,23.8,25.6,26.2,62.72514568432127,292.8649582368692,SOTR
4,"LINESTRING (444246.13668678835 519144.36534768855, 444247.24084817636 519123.8778857419)",20d28919-9b3d-4fd2-b502-d233ab88ebf1,Transport,Modified Attributes,Russell Street,,Average And Indicative Speed,2023-09-29,,,Local Road,['38201960'],20.51,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,,Automated Process,Automated Process,Field Survey,Automated Process,28.2,24.0,Automated Process,Automated Process,Automated Process,27.5,Automated Process,26.4,22.1,25.3,26.2,23.2,23.0,9.8,26.2,24.1,24.1,26.2,28.2,24.0,27.5,26.4,22.1,25.3,26.2,23.2,23.0,9.8,26.2,24.1,24.1,26.2,88.99674504240396,275.99515834807016,SOTR
5,"LINESTRING (444272.1386718152 519108.36206523713, 444273.44118721155 519070.12702601706)",22ebcd05-5671-4425-82ea-0b5fde7fa5fe,Transport,Modified Attributes,Cobden Street,,Average And Indicative Speed,2023-09-29,,,Local Road,['38203486'],38.253,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,,Automated Process,Automated Process,Field Survey,Automated Process,28.2,24.0,Automated Process,Automated Process,Automated Process,27.5,Desk-Based,26.4,22.1,25.3,26.2,23.2,23.0,10.1,26.2,24.1,24.1,26.2,28.2,24.0,27.5,26.4,22.1,25.3,26.2,23.2,23.0,10.1,26.2,24.1,24.1,26.2,84.5947692787105,227.73304381947705,SOTR
6,"LINESTRING (444389.4686588482 519156.6199779017, 444396.7487975843 519147.4321938505, 444401.25432888593 519138.9629855639, 444405.3983411464 519126.4507144175, 444407.9544448384 519114.3124654492, 444407.5246361943 519098.02768627554, 444404.76371790475 519072.7731078542)",27eb63ce-8bc9-4d66-bd51-fb1eac177bf9,Transport,Modified Attributes,,,Average And Indicative Speed,2023-09-29,,,Restricted Local Access Road,[],88.59,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,2018-10-13,Automated Process,Automated Process,Automated Process,Automated Process,21.6,18.2,Automated Process,Automated Process,Automated Process,23.8,Field Survey,21.2,18.5,21.1,20.1,21.2,12.9,18.0,19.6,17.9,18.2,20.9,21.6,18.2,23.8,21.2,18.5,21.1,20.1,21.2,12.9,18.0,19.6,17.9,18.2,20.9,58.77374728447271,106.30699534358467,SOTR
7,"LINESTRING (444250.54626457894 519220.3582516435, 444248.91022358136 519220.36462648143)",329f0e00-620d-468c-9145-9cc1f53060f1,Transport,Modified Attributes,Wellington Street,,Average And Indicative Speed,2023-09-29,,,Local Road,['38202468'],1.636,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Automated Process,Automated Process,Field Survey,Automated Process,Field Survey,,Field Survey,Field Survey,Field Survey,Field Survey,29.5,26.6,Field Survey,Field Survey,Automated Process,27.5,Automated Process,26.4,27.7,25.3,24.6,24.8,25.3,27.5,22.1,26.7,28.7,26.2,24.6,22.5,27.5,26.4,23.2,25.3,28.5,19.5,19.8,26.9,29.5,26.6,24.6,26.2,96.56613840361591,14.825990389317496,SOTR
8,"LINESTRING (444318.3792121245 519204.26927189564, 444317.94844575104 519205.34452144336, 444313.6596492072 519216.1528436316, 444312.7638453942 519218.5033184894)",347f8db3-d70c-468e-9ea6-24c89321bccf,Transport,Modified Attributes,Nelson Terrace,,Average And Indicative Speed,2023-09-29,,,A Road,"['38200007', '38201594']",15.308,,,Basemap,,,,2023-08-17,48,30,A1305,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Automated Process,Field Survey,Field Survey,Field Survey,Field Survey,2016-11-03,Field Survey,Field Survey,Field Survey,Field Survey,31.2,25.8,Field Survey,Field Survey,Field Survey,48.3,Desk-Based,33.0,24.5,31.4,20.4,22.5,26.6,27.8,25.4,26.9,29.6,5.2,,,,,,,,,,,,,,,38.43770186184067,0.5676817169882042,SOTR
9,"LINESTRING (444334.13086559484 519182.3663046288, 444333.13491793553 519190.3578106774, 444332.09915186535 519194.46517988096, 444329.0927458473 519206.38765401905, 444327.1960468189 519213.9141447856, 444325.7510032986 519218.217843498)",3488bc10-d72c-4a3a-b74a-ae5106c46cba,Transport,Modified Attributes,Nelson Terrace,,Average And Indicative Speed,2023-09-29,,,A Road,"['38201594', '38200007']",36.886,,,Basemap,,,,2023-08-17,48,30,A1305,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,,Field Survey,Field Survey,Field Survey,Field Survey,,,Field Survey,Field Survey,Field Survey,,Desk-Based,,,,,,,,,,,,40.2,39.4,34.3,18.7,28.5,17.5,38.1,24.3,33.8,33.0,37.8,28.5,42.2,38.0,14.274009953276707,359.56328914253106,SOTR
10,"LINESTRING (444311.83157343685 519289.7927827798, 444310.13206884806 519284.3568168252, 444310.131108668 519281.12962259667, 444310.13563856174 519239.4210853557)",34e8775c-dbb5-44da-8c40-491bfd16499a,Transport,Modified Attributes,Victoria Street,,Average And Indicative Speed,2023-09-29,,,A Road,"['38202410', '38200007']",50.622,,,Basemap,,,,2023-08-17,48,30,A1305,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,2017-07-17,Field Survey,Field Survey,Field Survey,Field Survey,,,Field Survey,Field Survey,Field Survey,,Desk-Based,,,,,,,,,,,,43.0,40.6,33.2,38.8,39.0,40.7,43.0,39.3,38.6,39.6,40.6,31.9,42.0,33.8,74.39063818792525,17.56513531956125,SOTR
11,"LINESTRING (444248.91022358136 519220.36462648143, 444248.7873750662 519220.3634339714, 444229.1362427508 519220.3619000488)",36bbc019-ef37-46d1-878b-7fcb87767aaf,Transport,Modified Attributes,Wellington Street,,Average And Indicative Speed,2023-09-29,,,Local Road,['38202468'],19.778,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-02-09,Field Survey,Field Survey,Automated Process,Automated Process,Field Survey,Automated Process,Field Survey,,Field Survey,Field Survey,Field Survey,Field Survey,24.9,21.6,Field Survey,Field Survey,Automated Process,27.5,Automated Process,26.4,23.2,25.3,24.8,21.2,12.2,23.3,20.6,24.3,25.3,26.2,18.4,20.1,27.5,26.4,20.6,25.3,23.2,16.3,13.0,22.2,16.9,22.5,23.2,26.2,97.95116715328845,15.494477024578885,SOTR
12,"LINESTRING (444375.6309690284 519231.63415014837, 444376.3413695785 519243.68180585443, 444375.15871521755 519260.2179639868, 444372.5633949121 519271.0872321179, 444370.20178159996 519280.5343637188, 444369.3748735912 519281.7838041673)",3917cbbe-a278-4d4f-9f67-62c7582c7337,Transport,Modified Attributes,,,Average And Indicative Speed,2023-09-29,,,Restricted Local Access Road,[],51.064,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Automated Process,Field Survey,Automated Process,Field Survey,Field Survey,Field Survey,Field Survey,,Field Survey,Field Survey,Field Survey,Field Survey,19.6,16.4,Field Survey,Field Survey,Field Survey,23.2,Automated Process,19.0,15.8,19.2,21.4,12.6,17.2,16.6,20.9,16.7,17.9,17.7,19.6,16.4,23.2,19.0,15.8,19.2,21.4,12.6,17.2,16.6,20.9,16.7,17.9,17.7,77.00824286550977,330.01088166428593,SOTR
13,"LINESTRING (444247.24084817636 519123.8778857419, 444248.13834585727 519107.36119256937)",3a501cf2-2a17-4a7a-ae60-d6fa38af6bdb,Transport,Modified Attributes,Russell Street,,Average And Indicative Speed,2023-09-29,,,Local Road,['38201960'],16.544,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,,Automated Process,Automated Process,Field Survey,Automated Process,28.2,24.0,Automated Process,Automated Process,Automated Process,27.5,Automated Process,26.4,22.1,25.3,26.2,23.2,23.0,9.8,26.2,24.1,24.1,26.2,28.2,24.0,27.5,26.4,22.1,25.3,26.2,23.2,23.0,9.8,26.2,24.1,24.1,26.2,95.55999973914722,262.73826203717385,SOTR
14,"LINESTRING (444224.2120862279 519123.3873385908, 444241.33817640034 519123.75382608897, 444247.24084817636 519123.8778857419)",3b09fe52-d95b-42e8-9aa0-548797bc3f59,Transport,Modified Attributes,,,Average And Indicative Speed,2023-09-29,,,Restricted Secondary Access Road,['38206413'],23.035,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,,Automated Process,Automated Process,Automated Process,Automated Process,25.9,22.1,Automated Process,Automated Process,Automated Process,30.6,Automated Process,29.8,19.3,26.4,24.6,19.0,19.5,21.2,22.2,21.2,21.1,23.0,25.9,22.1,30.6,29.8,19.3,26.4,24.6,19.0,19.5,21.2,22.2,21.2,21.1,23.0,95.55999973914722,276.9971798673017,SOTR
